comparison,candidate,reference,comparison_mode,estimand,estimate,ci_low,ci_high,wilcoxon_p,n_dependency_components,n_nonzero_components,multiple_comparison_family,candidate_coverage,minimum_candidate_coverage,test_split_role,registered_ood_split,wilcoxon_p_holm,coverage_gate_passed,core_claim_eligible,conclusion,bootstrap_seed,n_bootstrap,task_family,dataset_name,source_revision,source_manifest_sha256,formal_config_sha256,scoped_raw_sha256,run_manifest_sha256,run_git_commit,run_git_dirty
hierarchical_vs_flat,hierarchical_local,flat_local,superiority,candidate_accuracy_minus_reference_accuracy,0.0,0.0,0.0,1.0,28,0,exp13_sudoku_six_registered_comparisons,1.0,0.9,non_ood,False,1.0,True,False,inconclusive,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
trace_vs_flat,trace_local,flat_local,superiority,candidate_accuracy_minus_reference_accuracy,0.0,0.0,0.0,1.0,28,0,exp13_sudoku_six_registered_comparisons,1.0,0.9,non_ood,False,1.0,True,False,inconclusive,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
hierarchical_vs_support_heuristic,hierarchical_local,support_heuristic,superiority,candidate_accuracy_minus_reference_accuracy,0.0,0.0,0.0,1.0,28,0,exp13_sudoku_six_registered_comparisons,1.0,0.9,non_ood,False,1.0,True,False,inconclusive,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
hierarchical_vs_gru_bptt,hierarchical_local,gru_bptt,superiority,candidate_accuracy_minus_reference_accuracy,0.0,0.0,0.0,1.0,28,0,exp13_sudoku_six_registered_comparisons,1.0,0.9,non_ood,False,1.0,True,False,inconclusive,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
hierarchical_retains_90pct_gru,hierarchical_local,gru_bptt,noninferiority_90pct,candidate_accuracy_minus_0.9_times_reference_accuracy,0.09999999999999999,0.09999999999999999,0.09999999999999999,1.2131545083660686e-07,28,28,exp13_sudoku_six_registered_comparisons,1.0,0.9,non_ood,False,7.278927050196412e-07,True,False,inconclusive,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
trace_vs_hierarchical,trace_local,hierarchical_local,superiority,candidate_accuracy_minus_reference_accuracy,0.0,0.0,0.0,1.0,28,0,exp13_sudoku_six_registered_comparisons,1.0,0.9,non_ood,False,1.0,True,False,inconclusive,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
