condition,exact_accuracy,exact_accuracy_ci_low,exact_accuracy_ci_high,candidate_coverage,minimum_candidate_coverage,coverage_gate_passed,n_tasks,n_dependency_components,n_seeds,statistics_unit,seed_nested_within_task,test_split_role,registered_ood_split,parameter_count,trainable_parameter_count,used_bptt,control_dim,control_operator_rank,bootstrap_seed,n_bootstrap,task_family,dataset_name,source_revision,source_manifest_sha256,formal_config_sha256,scoped_raw_sha256,run_manifest_sha256,run_git_commit,run_git_dirty
support_heuristic,1.0,1.0,1.0,1.0,0.9,True,28,28,30,source_augmentation_dependency_component,True,non_ood,False,0,0,False,0,0,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
flat_local,1.0,1.0,1.0,1.0,0.9,True,28,28,30,source_augmentation_dependency_component,True,non_ood,False,1657,25,False,0,0,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
hierarchical_local,1.0,1.0,1.0,1.0,0.9,True,28,28,30,source_augmentation_dependency_component,True,non_ood,False,1673,41,False,4,4,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
trace_local,1.0,1.0,1.0,1.0,0.9,True,28,28,30,source_augmentation_dependency_component,True,non_ood,False,1681,49,False,4,4,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
gru_bptt,1.0,1.0,1.0,1.0,0.9,True,28,28,30,source_augmentation_dependency_component,True,non_ood,False,1841,1841,True,0,0,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
candidate_oracle,1.0,1.0,1.0,1.0,0.9,True,28,28,30,source_augmentation_dependency_component,True,non_ood,False,0,0,False,0,0,20260712,10000,sudoku,wichtounet/sudoku_dataset-v2,0db6de036b80b4e8e4574abe6e15026331bd5c2c,1b0aa95575b50012e25499ddd82c35d462979fe150d6819ea0ade7f6f80c91f2,46fc057fc69f7f3209d3875995e45cb52250eeb664fb6e823a16f9ded5938467,f37abb5bf569b28a9d715d1b3eb935c069d95739d04819ff49e198755ef0c648,9535115f78f30f400502f1b6827ba6b96225d3cbcfb0bcdd39338ef0b0c94b3b,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
