view,panel,model_family,claim_scope,n_sessions,n_animals,animal_mean_nll_per_count,animal_mean_pseudo_r2,animal_mean_closure_mse,parameter_count,expected_source_manifest_sha256,expected_acquisition_bundle_sha256,expected_compact_manifest_sha256,expected_compact_bundle_sha256,expected_bwm_repository_commit,macro_region_mapping_sha256,macro_region_source_ontology_sha256,macro_region_source_provenance_sha256,macro_region_mapping_schema,macro_region_mapping_formal_compact_manifest_sha256,macro_region_formal_acronyms_sha256,macro_region_formal_acronym_count,formal_config_sha256,registered_formal_json_sha256,scoped_raw_sha256,run_manifest_sha256,run_git_commit,run_git_dirty,snapshot_scope,hmm_restart_selection_policy,hmm_n_restarts
movement_pre,full_trial_sensitivity,common,sensitivity_only,20,20,0.7581727891377675,-0.5200892876430719,0.3335021021860419,16242,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,exp14_allen_macro_region_mapping_v1,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,168,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,8c14068e5855dc16fe3039ac86465fe9588ccda697b86bfce4340364f6de0ccd,7d141ffddb666c755459d7cfffaa47ac03f6781464d26df10ce6898ff65491b4,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,registered_core,eligible_converged_identifiable_then_likelihood,5
movement_pre,full_trial_sensitivity,full,sensitivity_only,20,20,0.7589355154799904,-0.5209533849616086,0.29228768010158235,17412,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,exp14_allen_macro_region_mapping_v1,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,168,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,8c14068e5855dc16fe3039ac86465fe9588ccda697b86bfce4340364f6de0ccd,7d141ffddb666c755459d7cfffaa47ac03f6781464d26df10ce6898ff65491b4,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,registered_core,eligible_converged_identifiable_then_likelihood,5
movement_pre,full_trial_sensitivity,shared,sensitivity_only,20,20,0.7581566045107702,-0.5200470075437221,0.33364678921449503,16272,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,exp14_allen_macro_region_mapping_v1,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,168,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,8c14068e5855dc16fe3039ac86465fe9588ccda697b86bfce4340364f6de0ccd,7d141ffddb666c755459d7cfffaa47ac03f6781464d26df10ce6898ff65491b4,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,registered_core,eligible_converged_identifiable_then_likelihood,5
movement_pre,primary_past_safe,common,sensitivity_only,20,20,0.7903454024922258,-0.619806498356265,0.4393329149695743,14865,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,exp14_allen_macro_region_mapping_v1,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,168,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,8c14068e5855dc16fe3039ac86465fe9588ccda697b86bfce4340364f6de0ccd,7d141ffddb666c755459d7cfffaa47ac03f6781464d26df10ce6898ff65491b4,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,registered_core,eligible_converged_identifiable_then_likelihood,5
movement_pre,primary_past_safe,full,sensitivity_only,20,20,0.7903726598547897,-0.6187172487983744,0.38502647909223014,15333,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,exp14_allen_macro_region_mapping_v1,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,168,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,8c14068e5855dc16fe3039ac86465fe9588ccda697b86bfce4340364f6de0ccd,7d141ffddb666c755459d7cfffaa47ac03f6781464d26df10ce6898ff65491b4,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,registered_core,eligible_converged_identifiable_then_likelihood,5
movement_pre,primary_past_safe,shared,sensitivity_only,20,20,0.7902764191135905,-0.6195634853144959,0.4393812078124693,14877,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,exp14_allen_macro_region_mapping_v1,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,168,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,8c14068e5855dc16fe3039ac86465fe9588ccda697b86bfce4340364f6de0ccd,7d141ffddb666c755459d7cfffaa47ac03f6781464d26df10ce6898ff65491b4,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,registered_core,eligible_converged_identifiable_then_likelihood,5
stimulus_pre,full_trial_sensitivity,common,sensitivity_only,20,20,0.7437829033080994,-0.5562743149660445,0.5596317406685387,12159,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,exp14_allen_macro_region_mapping_v1,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,168,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,8c14068e5855dc16fe3039ac86465fe9588ccda697b86bfce4340364f6de0ccd,7d141ffddb666c755459d7cfffaa47ac03f6781464d26df10ce6898ff65491b4,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,registered_core,eligible_converged_identifiable_then_likelihood,5
stimulus_pre,full_trial_sensitivity,full,sensitivity_only,20,20,0.7467015010722776,-0.5640159366910814,0.5076465642353323,12393,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,exp14_allen_macro_region_mapping_v1,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,168,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,8c14068e5855dc16fe3039ac86465fe9588ccda697b86bfce4340364f6de0ccd,7d141ffddb666c755459d7cfffaa47ac03f6781464d26df10ce6898ff65491b4,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,registered_core,eligible_converged_identifiable_then_likelihood,5
stimulus_pre,full_trial_sensitivity,shared,sensitivity_only,20,20,0.7443881124764897,-0.5585652437765227,0.5598047704054138,12165,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,exp14_allen_macro_region_mapping_v1,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,168,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,8c14068e5855dc16fe3039ac86465fe9588ccda697b86bfce4340364f6de0ccd,7d141ffddb666c755459d7cfffaa47ac03f6781464d26df10ce6898ff65491b4,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,registered_core,eligible_converged_identifiable_then_likelihood,5
stimulus_pre,primary_past_safe,common,registered_primary,20,20,0.8702697261387243,-0.962571214569708,0.5567350147539867,12159,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,exp14_allen_macro_region_mapping_v1,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,168,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,8c14068e5855dc16fe3039ac86465fe9588ccda697b86bfce4340364f6de0ccd,7d141ffddb666c755459d7cfffaa47ac03f6781464d26df10ce6898ff65491b4,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,registered_core,eligible_converged_identifiable_then_likelihood,5
