seed,run_id,attempt_name,status,git_commit,git_dirty,formal_config_sha256,registered_formal_json_sha256,source_manifest_sha256,acquisition_bundle_sha256,compact_manifest_sha256,compact_bundle_sha256,bwm_repository_commit,planned_sessions,planned_animals,n_bootstrap,hmm_restart_selection_policy,hmm_n_restarts,minimum_region_sessions,macro_region_mapping_path,macro_region_mapping_schema,macro_region_mapping_sha256,macro_region_source_ontology_sha256,macro_region_source_provenance_sha256,macro_region_mapping_formal_compact_manifest_sha256,macro_region_formal_acronym_count,macro_region_formal_acronyms_sha256,views_json,panels_json,latent_dims_json,ridges_json,config_sha256,environment_sha256,status_sha256,planned_conditions_sha256,metrics_jsonl_sha256,manifest_sha256,run_log_sha256
0,16782fad-06ac-4c71-928f-236c4900ab2c,20260712T080752.148267Z,complete,b68a1e7638636811116bb352330fb4a1fe2d5a75,False,106b99b861b0de82bfd020c23881e14a861b09ddc50f70752badb56b7a104913,7717227beca59f6a39286a5bfc6ded10ed7b0896ce6f49409542f1743bf79680,112c84ad93eee49186ab117343ebebb4921d2f1bcea57a9c9326ca38d337a0e6,0c3e12126d2151e78382e41f0ef9ed6023ffb67fa4ad7e285f1bc570a9c8f3cd,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,f6cd351717986ede771a6bbbe755edeb3c30ef4bda48e86c8471bcf4364a41a4,118fc36cb3602934466ad2c6087c2b3b441f9f1f,20,5,5000,eligible_converged_identifiable_then_likelihood,5,5,configs/exp14_allen_macro_region_mapping_v1.json,exp14_allen_macro_region_mapping_v1,3bac702ed6b3ee5c21acbbfd929b077baa63226369ca8e1bef0b6faeb487fc23,63654b8d35c7c1b5665636b645da774776ee8263658192f5dca1e815095e9147,a01b7fa535e6de437ac46e8cf9de68a87d6a9b5587d055a3935476d956109fdc,a5acb134ae4b34f47db150948a7f7ab58e8eb85e204fb981e0ca744eba328a09,168,53c5a0cb3591749aad8fc2848b2627dfe93a4a747fa391e4ec68094211b8369b,"[""stimulus_pre"", ""movement_pre""]","[""primary_past_safe"", ""full_trial_sensitivity""]","[1, 2, 3, 4, 5, 6]","[0.001, 0.01, 0.1, 1.0]",370dba8aba56a8358a54c84ca90c3bbc1d15be799f8ad064731a81f02ddc30e5,3e51d927413d4a804817ed6cd1e3a72dde719ec94ea7e983f8c09ea3799c5686,49477affbfaa47201e0ea385f0c95fe52832315c9aecc1b92119bca5816f5c3c,8ef37841580a2fdb32f1f78fa683e4148544ac62b34c73b6714b237c141f20e4,a0f3272d228b9cca5ca8c9ccb9490b20d58ff807bfe0d3799e72acad4cf1f606,c4c4dfba0317a167f28fbc9d71a7d0445d526009db8224f59a5501d5372f4138,cac9f7807a83f7f21491b3b437986936b2b915e7b1983cb4e5da28ede4d66fe7
