seed,run_id,attempt,run_status,git_commit,environment_sha256,config_sha256,metrics_sha256,planned_conditions_sha256,analysis_git_commit,analysis_script_sha256,analysis_python
0,942ff594-737e-489c-b6ac-b0d2a53b09b7,/home/spco/sow_linear/neuro_modeling_belief_ei_4a6ae28/local_plasticity_gated_dynamics/results/runs/exp20_ibl_md_belief_dynamics/seed_0000/20260715T113953.994298Z,complete,4a6ae28e68574d1caedbaf4694fbc67bcd51d6c7,ad98282e0633bd9f3a70bf24f1baa7cb3a9219736fc9e1f144c3a59e5226071b,3cc689cb65a63b0b79e694aca256b8f3c30e78989d998e19b5ece66bbbc78298,f8ca05da1a32d6af395111c4b8db6ee257dfa397eabc28bbe1026fa57a6a852b,dee6badea45dcd024484937763a76f6c657da0c229ebc745d0591461e18bd6a8,fff4640269e779770ea38e9b9de3667a64af2d9f,f18c96424b16ee2b97bf8007918766606a0d2793296b039b5d21170d4034f68d,"3.11.15 (main, Mar 11 2026, 17:20:07) [GCC 14.3.0]"
