seed,method,event_index,sequence_id,cell,window,n_samples,nll,latent_mse
43001,learned_event_learned_qr,9,0,110,1,1,-0.04981876804089861,0.004661108993279013
43001,learned_event_learned_qr,9,0,110,4,4,0.13963991991498825,0.0071153747704297485
43001,learned_event_learned_qr,9,0,110,8,8,0.27037643183810534,0.024306981494464794
43001,learned_event_learned_qr,9,0,110,16,16,0.2660022599698252,0.022602287005314678
43001,learned_event_learned_qr,41,0,110,1,1,-0.13610959197029485,0.0021660688243462416
43001,learned_event_learned_qr,41,0,110,4,4,-0.20688463079577432,0.003972090555412576
43001,learned_event_learned_qr,41,0,110,8,8,-0.21593552700261126,0.008689210722680328
43001,learned_event_learned_qr,41,0,110,16,11,-0.20483724688931318,0.007632635312512207
43001,learned_event_learned_qr,53,0,110,1,1,0.4547702618155746,0.006465006522179417
43001,learned_event_learned_qr,53,0,110,4,4,-0.05924658615388,0.009096566812104625
43001,learned_event_learned_qr,53,0,110,8,8,0.6538817333043212,0.04687758177860792
43001,learned_event_learned_qr,53,0,110,16,16,0.825609375158777,0.05093887526175944
43001,learned_event_learned_qr,149,0,111,1,1,0.5529975337484083,0.15293790204290084
43001,learned_event_learned_qr,149,0,111,4,4,0.7416052412607295,0.061810207083009286
43001,learned_event_learned_qr,149,0,111,8,8,0.5686608439164624,0.08642737423677127
43001,learned_event_learned_qr,149,0,111,16,10,0.5059092378150877,0.09552166304627815
43001,learned_event_learned_qr,160,0,111,1,1,0.9752249977694336,0.12987381635106804
43001,learned_event_learned_qr,160,0,111,4,4,1.0175196443323387,0.0511926659053797
43001,learned_event_learned_qr,160,0,111,8,8,0.7633816460594215,0.06028054541875445
43001,learned_event_learned_qr,160,0,111,16,16,0.8213668271349848,0.05591509504336705
43001,learned_event_learned_qr,232,0,110,1,1,0.22318993258295688,0.0005969106061150496
43001,learned_event_learned_qr,232,0,110,4,4,0.13679504981132679,0.008431184656477074
43001,learned_event_learned_qr,232,0,110,8,8,0.16142681713034118,0.01478651404543992
43001,learned_event_learned_qr,232,0,110,16,16,0.2653557300072317,0.03382994304640736
43001,learned_event_learned_qr,301,0,110,1,1,0.12033118761035368,0.004254188278946295
43001,learned_event_learned_qr,301,0,110,4,4,0.11555691067929466,0.023103350503078067
43001,learned_event_learned_qr,301,0,110,8,8,-0.0271699062858501,0.015769360859504374
43001,learned_event_learned_qr,301,0,110,16,16,-0.08224534712686651,0.010117001314629384
