seed,method,privileged,overall_nll,latent_mse,jump_auc,jump_recall_at_half,false_release_rate_at_half,release_mass,mean_write_gain,q_lower_clip_fraction,q_upper_clip_fraction,r_lower_clip_fraction,r_upper_clip_fraction
43000,learned_event_learned_qr,False,0.8601644878939302,0.07257980220569414,0.9239117364117364,0.6468253968253969,0.006198347107438017,250.6236558362043,0.6196763080406387,0.0,0.0,0.0,0.00021701388888888888
43000,oracle_event_learned_qr,True,0.8503082861723125,0.06508820413720091,0.9244109566079264,1.0,0.0,252.0,0.6169190771924673,0.0,0.0,0.0,0.0
43000,learned_event_oracle_qr,True,0.7779437906794724,0.05172952976997447,0.9377523430553734,0.6468253968253969,0.0025252525252525255,218.80964650854247,0.46659393269200916,0.0,0.0,0.0,0.0
43000,oracle_event_oracle_qr,True,0.7634863430893583,0.043124272930914316,0.9389767079161019,1.0,0.0,252.0,0.45287759821988577,0.0,0.0,0.0,0.0
43000,h_plus_total_variance,False,0.8688676641548565,0.08471979070429368,0.9157338172489689,0.6428571428571429,0.012626262626262626,306.0334901708605,,0.0,0.0,0.0,0.0
43000,generator_supported_seen_mode_imm,True,0.9307575926416275,0.06824376051201063,0.9272933155508912,0.626984126984127,0.0036730945821854912,193.4410241850839,,0.0,0.0,0.0,0.0
43000,selected_fixed_jump,False,1.1659547568071167,0.07425169055980509,0.9276886833705016,0.7063492063492064,0.027089072543617997,338.4292247725817,,0.0,0.0,0.0,0.0
43000,dynamic_parameter_oracle,True,0.7607912502432241,0.050955217393205667,0.9550519626277203,0.6666666666666666,0.0029843893480257116,244.89114137562993,,0.0,0.0,0.0,0.0
43001,learned_event_learned_qr,False,0.7987470765389744,0.061475761502395115,0.8847886729276242,0.6119402985074627,0.004311322895393692,190.0679942111007,0.41255444194449176,0.0,0.00021701388888888888,0.0,0.0
43001,oracle_event_learned_qr,True,0.7896451214127946,0.054771384142459634,0.8869889264817279,1.0,0.0,201.0,0.40027312181163377,0.0,0.00021701388888888888,0.0,0.0
43001,learned_event_oracle_qr,True,0.7339258856972717,0.054550274801781456,0.8928378303625959,0.6218905472636815,0.0013614703880190605,171.5865148705749,0.46286982785112585,0.0,0.0,0.0,0.0
43001,oracle_event_oracle_qr,True,0.719763639917634,0.045479394679449725,0.894604580907579,1.0,0.0,201.0,0.4504234374226288,0.0,0.0,0.0,0.0
43001,h_plus_total_variance,False,0.8280857840990685,0.06261050063906382,0.880273016582619,0.6318407960199005,0.011572498298162015,233.30621865535753,,0.0,0.0,0.0,0.0
43001,generator_supported_seen_mode_imm,True,0.8619802149914807,0.07557531567927628,0.8912020338516179,0.572139303482587,0.0031767642387111415,145.3297574160697,,0.0,0.0,0.0,0.0
43001,selected_fixed_jump,False,1.1096653198650432,0.07331256726173642,0.887321956137172,0.6716417910447762,0.029952348536419333,306.20691768349053,,0.0,0.0,0.0,0.0
43001,dynamic_parameter_oracle,True,0.7203272526278081,0.053247564376705386,0.9180216457986898,0.6318407960199005,0.002722940776038121,202.20903898197173,,0.0,0.0,0.0,0.0
43002,learned_event_learned_qr,False,0.8145812754289269,0.07098155001788234,0.8960784338195926,0.6353591160220995,0.00790603117235148,207.69630487688343,0.6208600502736523,0.0,0.0,0.0,0.0
43002,oracle_event_learned_qr,True,0.8034914240091816,0.06609484214125348,0.891488318168147,1.0,0.0,181.0,0.6181211663445856,0.0,0.0,0.0,0.0
43002,learned_event_oracle_qr,True,0.7122983968625987,0.051056544126129776,0.899114799067001,0.5966850828729282,0.00022588660492432798,149.99080577144446,0.46040406349036345,0.0,0.0,0.0,0.0
43002,oracle_event_oracle_qr,True,0.7036019619596122,0.0467589615873297,0.8974649532564486,1.0,0.0,181.0,0.44723741219909274,0.0,0.0,0.0,0.0
43002,h_plus_total_variance,False,0.8112139384428867,0.08154708435225522,0.8886591196412771,0.6077348066298343,0.00677659814772984,215.4701174807234,,0.0,0.0,0.0,0.0
43002,generator_supported_seen_mode_imm,True,0.8413540357701168,0.07279154412882159,0.8977420075453614,0.574585635359116,0.0018070928393946238,129.2611328052963,,0.0,0.0,0.0,0.0
43002,selected_fixed_jump,False,1.095056437428398,0.07325970721442358,0.8875321826012402,0.7016574585635359,0.026202846171222045,288.29680572101336,,0.0,0.0,0.0,0.0
43002,dynamic_parameter_oracle,True,0.702178349443643,0.05074111633977612,0.9200898055253611,0.6187845303867403,0.0006776598147729839,184.31714287442807,,0.0,0.0,0.0,0.0
43003,learned_event_learned_qr,False,0.7645564084416675,0.057604982339979766,0.9101134114374363,0.5376344086021505,0.0018091361374943465,148.0556236097731,0.40832702649029257,0.0,0.0,0.0,0.0
43003,oracle_event_learned_qr,True,0.7523282598737939,0.05123561520220262,0.9118398719987549,1.0,0.0,186.0,0.4000142850749238,0.0,0.0,0.0,0.0
43003,learned_event_oracle_qr,True,0.6963223078417277,0.04830755035136653,0.9139930844312163,0.5645161290322581,0.0,140.2402539862561,0.4584784064158105,0.0,0.0,0.0,0.0
43003,oracle_event_oracle_qr,True,0.6851069745100647,0.04216424465228874,0.9151809379300954,1.0,0.0,186.0,0.4489007020949263,0.0,0.0,0.0,0.0
43003,h_plus_total_variance,False,0.7757582512351746,0.05642347241319374,0.9089899962552828,0.5698924731182796,0.0024875621890547263,162.5420737139116,,0.0,0.0,0.0,0.0
43003,generator_supported_seen_mode_imm,True,0.8334051460311749,0.07062035536980457,0.921114126338007,0.5268817204301075,0.0020352781546811396,124.33676764493697,,0.0,0.0,0.0,0.0
43003,selected_fixed_jump,False,1.0502847230287384,0.06609565084423555,0.9010482776732175,0.6881720430107527,0.022614201718679332,263.512227571364,,0.0,0.0,0.0,0.0
43003,dynamic_parameter_oracle,True,0.6851995940894559,0.047026277112719894,0.9261877319171494,0.5913978494623656,0.0006784260515603799,179.80039637938995,,0.0,0.0,0.0,0.0
43004,learned_event_learned_qr,False,0.8089383331038315,0.058855041127674715,0.9058279887331311,0.6391752577319587,0.002718622564567286,182.96642694387324,0.4110631348087392,0.0,0.00021701388888888888,0.0,0.0
43004,oracle_event_learned_qr,True,0.8008001236195592,0.053291474876789154,0.9061211048257887,1.0,0.0,194.0,0.39949265936968914,0.0,0.00021701388888888888,0.0,0.0
43004,learned_event_oracle_qr,True,0.7423631751875109,0.05101218463645769,0.909473839096782,0.6597938144329897,0.0011327594019030357,175.45617806670316,0.46355089625311535,0.0,0.0,0.0,0.0
43004,oracle_event_oracle_qr,True,0.7267093140642373,0.043250551399452566,0.9101254677011757,1.0,0.0,194.0,0.44927500317747476,0.0,0.0,0.0,0.0
43004,h_plus_total_variance,False,0.828253969036638,0.05838076645145445,0.9041160039051005,0.654639175257732,0.006343452650657001,210.08942644364663,,0.0,0.0,0.0,0.0
43004,generator_supported_seen_mode_imm,True,0.8778159621455833,0.07428787086197167,0.9187706407447719,0.6082474226804123,0.0022655188038060714,146.30574419875387,,0.0,0.0,0.0,0.0
43004,selected_fixed_jump,False,1.139171451359674,0.07204852509943696,0.9071604407718645,0.7010309278350515,0.028318985047575896,305.95697939289926,,0.0,0.0,0.0,0.0
