"seed","run_path","run_status","condition_failures","condition_invalid","run_path_semantics"
"9300","E:\Codex_work\ssh_experiment\artifacts\exp32_smoke_dev_20260718\runs\exp32_persistent_sparse_feedback\seed_9300\20260718T072759.627453Z_exp32_smoke_v1","complete","0","0","informational_source_location_not_portable"
"9301","E:\Codex_work\ssh_experiment\artifacts\exp32_smoke_dev_20260718\runs\exp32_persistent_sparse_feedback\seed_9301\20260718T072805.254430Z_exp32_smoke_v1","complete","0","0","informational_source_location_not_portable"
"9302","E:\Codex_work\ssh_experiment\artifacts\exp32_smoke_dev_20260718\runs\exp32_persistent_sparse_feedback\seed_9302\20260718T072810.817419Z_exp32_smoke_v1","complete","0","0","informational_source_location_not_portable"
"9303","E:\Codex_work\ssh_experiment\artifacts\exp32_smoke_dev_20260718\runs\exp32_persistent_sparse_feedback\seed_9303\20260718T072816.471434Z_exp32_smoke_v1","complete","0","0","informational_source_location_not_portable"
"9304","E:\Codex_work\ssh_experiment\artifacts\exp32_smoke_dev_20260718\runs\exp32_persistent_sparse_feedback\seed_9304\20260718T072822.086649Z_exp32_smoke_v1","complete","0","0","informational_source_location_not_portable"
