experiment,profile,n_seeds,panel_complete,access_and_pairing_audit_passed,scale_decision,claim_classification,primary_hazard,primary_feedback_fraction,primary_feedback_delay,mean_persistent_minus_fixed,mean_persistent_minus_credit_shuffled,mean_persistent_minus_cumulative,mean_oracle_opportunity,mean_oracle_gain_retained,positive_seed_fraction,high_rank_carrier_claimed,real_data_claimed,local_minus_fixed_feedback_0.5,local_minus_fixed_feedback_0.25,local_minus_fixed_feedback_0.125,local_minus_fixed_feedback_0.0625
exp32_persistent_sparse_feedback,smoke,5,True,True,scale-not-authorized,inconclusive,0.05,0.125,4,0.003515625,0.0341796875,0.00615234375,0.12802734375000002,0.022078138049015806,0.6,False,False,0.01435546875,0.005859375,0.003515625,-0.00703125
