hazard,feedback_fraction,feedback_delay,selector_mode,n_seeds,mean_accuracy,sd_accuracy,mean_dynamic_regret,mean_switch_latency,mean_false_switch_rate,mean_context_nll,mean_context_brier
0.1,0.0625,16,oracle_hidden_state,5,0.896484375,0.003797936813013681,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.1,0.0625,16,persistent_rpe_local,5,0.755859375,0.016705356830621108,0.140625,1.4,0.0160319018800372,1.1499032668028473,0.36546523127048547
0.1,0.0625,16,train_fixed_best,5,0.76572265625,0.006563706060119718,0.13076171875,,,,
0.1,0.125,0,bayes_reward_filter,5,0.7615234375,0.01605621404885098,0.1349609375,2.0,0.045066314237187,0.6830530731631292,0.2450600573563766
0.1,0.125,0,credit_shuffled_local,5,0.7478515625,0.020009405785411362,0.1486328125,1.4,0.04594130205633801,1.1866519980834975,0.3818127279205615
0.1,0.125,0,cumulative_sample_average,5,0.76884765625,0.004123014029801667,0.12763671875,1.2,0.0023793295612694002,2.0007366473899717,0.38181870841580806
0.1,0.125,0,matched_random,5,0.75498046875,0.018591272525664705,0.14150390625,,,,
0.1,0.125,0,no_feedback_local,5,0.75498046875,0.018591272525664705,0.14150390625,1.2,0.0,0.6931471805599451,0.25
0.1,0.125,0,oracle_hidden_state,5,0.896484375,0.003797936813013681,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.1,0.125,0,persistent_rpe_local,5,0.7673828125,0.013787354101410314,0.1291015625,1.5,0.018412319645840402,1.3558483215992658,0.37589113172527383
0.1,0.125,0,train_fixed_best,5,0.76572265625,0.006563706060119718,0.13076171875,,,,
0.1,0.125,4,bayes_reward_filter,5,0.75673828125,0.017340516484894295,0.13974609375,1.8,0.045934859948103604,0.6913770345764728,0.24911409843400203
0.1,0.125,4,credit_shuffled_local,5,0.74873046875,0.01692019591450277,0.14775390625,1.6,0.0433310290855056,1.1431133793684847,0.37065719685355364
0.1,0.125,4,cumulative_sample_average,5,0.7681640625,0.009919442907503169,0.1283203125,1.4,0.0027037291476232003,1.130910246679934,0.34128469627773805
0.1,0.125,4,matched_random,5,0.75498046875,0.018591272525664705,0.14150390625,,,,
0.1,0.125,4,no_feedback_local,5,0.75498046875,0.018591272525664705,0.14150390625,1.2,0.0,0.6931471805599451,0.25
0.1,0.125,4,oracle_hidden_state,5,0.896484375,0.003797936813013681,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.1,0.125,4,persistent_rpe_local,5,0.758984375,0.014503679269113369,0.1375,2.0,0.0189692519814224,1.3965644052302935,0.38962849008933487
0.1,0.125,4,train_fixed_best,5,0.76572265625,0.006563706060119718,0.13076171875,,,,
0.1,0.125,16,bayes_reward_filter,5,0.75712890625,0.017909341541925347,0.13935546875,1.8,0.0471301061436312,0.6930091840004808,0.24993100507720084
0.1,0.125,16,credit_shuffled_local,5,0.75185546875,0.023512149186384314,0.14462890625,1.6,0.038352486195203005,1.1674457510423648,0.36968123281657045
0.1,0.125,16,cumulative_sample_average,5,0.75576171875,0.02302027314714234,0.14072265625,1.4,0.0018408415640544004,3.404799667006614,0.45778572294197784
0.1,0.125,16,matched_random,5,0.75498046875,0.018591272525664705,0.14150390625,,,,
0.1,0.125,16,no_feedback_local,5,0.75498046875,0.018591272525664705,0.14150390625,1.2,0.0,0.6931471805599451,0.25
0.1,0.125,16,oracle_hidden_state,5,0.896484375,0.003797936813013681,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.1,0.125,16,persistent_rpe_local,5,0.7623046875,0.01493613954358128,0.1341796875,1.2,0.026977240398327402,1.3364665755941618,0.3804410737153
0.1,0.125,16,train_fixed_best,5,0.76572265625,0.006563706060119718,0.13076171875,,,,
0.1,0.25,0,bayes_reward_filter,5,0.76630859375,0.01486092627738183,0.13017578125,2.2,0.07757311259586021,0.6724971368452735,0.23997565906236104
0.1,0.25,0,credit_shuffled_local,5,0.74072265625,0.02479440070284779,0.15576171875,1.5,0.075947917621937,1.293018511198834,0.3952581292784476
0.1,0.25,0,cumulative_sample_average,5,0.7650390625,0.008892887196405243,0.1314453125,1.2,0.0061673026879404,1.646609259435122,0.33398876606549
0.1,0.25,0,matched_random,5,0.75498046875,0.018591272525664705,0.14150390625,,,,
0.1,0.25,0,no_feedback_local,5,0.75498046875,0.018591272525664705,0.14150390625,1.2,0.0,0.6931471805599451,0.25
0.1,0.25,0,oracle_hidden_state,5,0.896484375,0.003797936813013681,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.1,0.25,0,persistent_rpe_local,5,0.7701171875,0.007359938938053429,0.1263671875,1.8,0.035414508714223206,1.5262870175707337,0.3836552797197318
0.1,0.25,0,train_fixed_best,5,0.76572265625,0.006563706060119718,0.13076171875,,,,
0.1,0.25,4,bayes_reward_filter,5,0.75869140625,0.01743649540677003,0.13779296875,2.2,0.07464244934053801,0.6902123017110121,0.24853976678805562
0.1,0.25,4,credit_shuffled_local,5,0.751171875,0.017742154603874724,0.1453125,1.5,0.07106437924208261,1.2169059425138253,0.37194024351134086
0.1,0.25,4,cumulative_sample_average,5,0.7650390625,0.009286334048537948,0.1314453125,1.2,0.005417298011284001,1.6579102160065333,0.3401066892631358
0.1,0.25,4,matched_random,5,0.75498046875,0.018591272525664705,0.14150390625,,,,
0.1,0.25,4,no_feedback_local,5,0.75498046875,0.018591272525664705,0.14150390625,1.2,0.0,0.6931471805599451,0.25
0.1,0.25,4,oracle_hidden_state,5,0.896484375,0.003797936813013681,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.1,0.25,4,persistent_rpe_local,5,0.76572265625,0.013846884895653487,0.13076171875,1.8,0.040079471104507006,1.5153297392916938,0.39101244581405925
0.1,0.25,4,train_fixed_best,5,0.76572265625,0.006563706060119718,0.13076171875,,,,
0.1,0.25,16,bayes_reward_filter,5,0.75751953125,0.017892693146018532,0.13896484375,1.8,0.0795341103024976,0.6930288516767369,0.249940842267655
0.1,0.25,16,credit_shuffled_local,5,0.75478515625,0.021645789236024417,0.14169921875,1.7,0.0630603519172114,1.2217693141617054,0.3691844061613068
0.1,0.25,16,cumulative_sample_average,5,0.7640625,0.006545518975952233,0.132421875,1.2,0.004760062163913401,2.1311573390429546,0.3649884332040778
0.1,0.25,16,matched_random,5,0.75498046875,0.018591272525664705,0.14150390625,,,,
0.1,0.25,16,no_feedback_local,5,0.75498046875,0.018591272525664705,0.14150390625,1.2,0.0,0.6931471805599451,0.25
0.1,0.25,16,oracle_hidden_state,5,0.896484375,0.003797936813013681,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.1,0.25,16,persistent_rpe_local,5,0.757421875,0.017395426427532702,0.1390625,1.5,0.0457307496369514,1.5633436657734943,0.4059092494745866
0.1,0.25,16,train_fixed_best,5,0.76572265625,0.006563706060119718,0.13076171875,,,,
0.1,0.5,0,bayes_reward_filter,5,0.776171875,0.012870634357317647,0.1203125,2.2,0.11192981554986481,0.650835466102967,0.2295142071553858
0.1,0.5,0,credit_shuffled_local,5,0.73486328125,0.026879871725275877,0.16162109375,1.7,0.11672228127447921,1.589931405342284,0.4361172295329096
0.1,0.5,0,cumulative_sample_average,5,0.74736328125,0.030459123704694942,0.14912109375,1.4,0.0033733075519244,4.035516212476187,0.4688246051567241
0.1,0.5,0,matched_random,5,0.75498046875,0.018591272525664705,0.14150390625,,,,
0.1,0.5,0,no_feedback_local,5,0.75498046875,0.018591272525664705,0.14150390625,1.2,0.0,0.6931471805599451,0.25
0.1,0.5,0,oracle_hidden_state,5,0.896484375,0.003797936813013681,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.1,0.5,0,persistent_rpe_local,5,0.776171875,0.005081410445604561,0.1203125,2.0,0.047998152154103,1.6313273335790428,0.3682175262130704
0.1,0.5,0,train_fixed_best,5,0.76572265625,0.006563706060119718,0.13076171875,,,,
0.1,0.5,4,bayes_reward_filter,5,0.75986328125,0.017501324194808158,0.13662109375,2.8,0.11950627625989,0.6863460365243682,0.24662205830034942
0.1,0.5,4,credit_shuffled_local,5,0.74853515625,0.021548090003531466,0.14794921875,1.4,0.10900563539227562,1.4142234377238734,0.3902878536989882
0.1,0.5,4,cumulative_sample_average,5,0.752734375,0.025662884503738964,0.14375,1.5,0.0051156413247454005,2.4891486573815493,0.386190885495486
0.1,0.5,4,matched_random,5,0.75498046875,0.018591272525664705,0.14150390625,,,,
0.1,0.5,4,no_feedback_local,5,0.75498046875,0.018591272525664705,0.14150390625,1.2,0.0,0.6931471805599451,0.25
0.1,0.5,4,oracle_hidden_state,5,0.896484375,0.003797936813013681,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.1,0.5,4,persistent_rpe_local,5,0.76396484375,0.01182306275578566,0.13251953125,2.2,0.07412350048555541,1.7277879930964626,0.40422401379776784
0.1,0.5,4,train_fixed_best,5,0.76572265625,0.006563706060119718,0.13076171875,,,,
0.1,0.5,16,bayes_reward_filter,5,0.75703125,0.01763432314329552,0.139453125,2.0,0.12298106974592819,0.6928440424252706,0.24984844305206502
0.1,0.5,16,credit_shuffled_local,5,0.75224609375,0.02082392162081681,0.14423828125,2.0,0.1024999768399274,1.4336339593347727,0.39758149955152106
0.1,0.5,16,cumulative_sample_average,5,0.765234375,0.010238781628248404,0.13125,1.2,0.0042406553180768004,1.4667005153967376,0.35496245987619784
0.1,0.5,16,matched_random,5,0.75498046875,0.018591272525664705,0.14150390625,,,,
0.1,0.5,16,no_feedback_local,5,0.75498046875,0.018591272525664705,0.14150390625,1.2,0.0,0.6931471805599451,0.25
0.1,0.5,16,oracle_hidden_state,5,0.896484375,0.003797936813013681,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.1,0.5,16,persistent_rpe_local,5,0.7578125,0.012434405838131683,0.138671875,1.9,0.0888262047263556,1.5891230055994465,0.4021322337808436
0.1,0.5,16,train_fixed_best,5,0.76572265625,0.006563706060119718,0.13076171875,,,,
0.2,0.0625,0,bayes_reward_filter,5,0.757421875,0.00707081155438311,0.14130859375,1.7,0.028540928670087,0.6914823272685153,0.2491789879634922
0.2,0.0625,0,credit_shuffled_local,5,0.7525390625,0.00811487594161806,0.14619140625,1.4,0.029757468307039802,0.9204396532440757,0.3198429890111234
0.2,0.0625,0,cumulative_sample_average,5,0.75263671875,0.01121240905248529,0.14609375,1.2,0.0019455247142870003,2.9054325342213443,0.4509319008264434
0.2,0.0625,0,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.0625,0,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.0625,0,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.0625,0,persistent_rpe_local,5,0.7556640625,0.01220507796872498,0.14306640625,1.8,0.014456852936468801,1.2290292094471795,0.37867833212722746
0.2,0.0625,0,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.0625,4,bayes_reward_filter,5,0.75595703125,0.0064998286298022425,0.1427734375,1.6,0.028417716364379602,0.6931932125387275,0.2500230087318306
0.2,0.0625,4,credit_shuffled_local,5,0.7556640625,0.006334496575324113,0.14306640625,1.6,0.0292673082844974,0.9276798312676993,0.3199671738550898
0.2,0.0625,4,cumulative_sample_average,5,0.7546875,0.011212409052485273,0.14404296875,1.2,0.0018243125930748002,2.9498517302808422,0.4523178354118004
0.2,0.0625,4,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.0625,4,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.0625,4,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.0625,4,persistent_rpe_local,5,0.758984375,0.01418791056975796,0.13974609375,1.6,0.0146966171543646,1.2288654412432647,0.37760936700408104
0.2,0.0625,4,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.0625,16,bayes_reward_filter,5,0.7560546875,0.006381370801837715,0.14267578125,1.5,0.03012162845415,0.6931470070632229,0.24999991325163942
0.2,0.0625,16,credit_shuffled_local,5,0.75341796875,0.007267029329168563,0.1453125,1.4,0.023925195822045404,0.9671646847398158,0.33258051590581444
0.2,0.0625,16,cumulative_sample_average,5,0.75185546875,0.009688415484086395,0.146875,1.2,0.0010934213885742,2.9569201418099755,0.4597744909675766
0.2,0.0625,16,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.0625,16,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.0625,16,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.0625,16,persistent_rpe_local,5,0.758203125,0.012522296094370949,0.14052734375,1.6,0.0153053355425464,1.1750303728280607,0.36816646153104304
0.2,0.0625,16,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.125,0,bayes_reward_filter,5,0.75908203125,0.0068585702341478014,0.1396484375,2.0,0.05355658186662761,0.689555476607782,0.2482411391728822
0.2,0.125,0,credit_shuffled_local,5,0.75224609375,0.011365526215588366,0.146484375,1.8,0.046145673337762004,1.0681504814520963,0.3516825086936496
0.2,0.125,0,cumulative_sample_average,5,0.753515625,0.009676103348620443,0.14521484375,1.4,0.0017016240708414003,2.920068717658242,0.4648884028538454
0.2,0.125,0,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.125,0,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.125,0,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.125,0,persistent_rpe_local,5,0.764453125,0.008348038732024823,0.13427734375,2.0,0.021011968053600803,1.4538319360803182,0.397767245076289
0.2,0.125,0,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.125,4,bayes_reward_filter,5,0.7560546875,0.005996125559769046,0.14267578125,1.8,0.054525901429377,0.6928600205026241,0.24985650914210505
0.2,0.125,4,credit_shuffled_local,5,0.75166015625,0.007304661388656549,0.1470703125,1.7,0.0422593387042776,1.0664720421383924,0.3475833419875817
0.2,0.125,4,cumulative_sample_average,5,0.75224609375,0.009306850691162804,0.146484375,1.4,0.0024336236973120005,2.9589843232274515,0.4675141799529521
0.2,0.125,4,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.125,4,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.125,4,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.125,4,persistent_rpe_local,5,0.7580078125,0.008690857602065232,0.14072265625,1.5,0.021622604239251803,1.4461962644475845,0.4028132147733964
0.2,0.125,4,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.125,16,bayes_reward_filter,5,0.7560546875,0.006381370801837715,0.14267578125,1.8,0.0533121677596746,0.6931472582645025,0.2500000388522782
0.2,0.125,16,credit_shuffled_local,5,0.75537109375,0.0037025759004157962,0.143359375,1.8,0.0386188754374154,1.0606327813569214,0.34777430336004367
0.2,0.125,16,cumulative_sample_average,5,0.7546875,0.01135503269824111,0.14404296875,1.4,0.0013385047634566001,2.642634878948868,0.4183617938909706
0.2,0.125,16,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.125,16,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.125,16,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.125,16,persistent_rpe_local,5,0.75751953125,0.007047168937016868,0.1412109375,1.0,0.026959326803532403,1.3871693957925832,0.39381422019903484
0.2,0.125,16,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.25,0,bayes_reward_filter,5,0.7623046875,0.005984185039005288,0.13642578125,1.8,0.0932588993021456,0.6859238464414755,0.24647158920077944
0.2,0.25,0,credit_shuffled_local,5,0.74658203125,0.011870357208147669,0.1521484375,2.0,0.0766277525389432,1.184042977535911,0.366549611393292
0.2,0.25,0,cumulative_sample_average,5,0.75322265625,0.008233006864965805,0.1455078125,1.4,0.0009711742627884001,2.64764062390123,0.42043193197097306
0.2,0.25,0,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.25,0,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.25,0,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.25,0,persistent_rpe_local,5,0.76484375,0.0076474883101325134,0.13388671875,1.8,0.0314526764447662,1.7175918760339228,0.4217541068572732
0.2,0.25,0,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.25,4,bayes_reward_filter,5,0.75625,0.005667008258771151,0.14248046875,2.0,0.09703175429312201,0.692772268194734,0.24981259375978002
0.2,0.25,4,credit_shuffled_local,5,0.753515625,0.005750535359545811,0.14521484375,1.9,0.0723814842146796,1.152274674739128,0.3576121364317658
0.2,0.25,4,cumulative_sample_average,5,0.75244140625,0.00773582984265374,0.1462890625,1.4,0.0018189943281588003,2.6209253525273972,0.41211535261336224
0.2,0.25,4,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.25,4,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.25,4,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.25,4,persistent_rpe_local,5,0.759765625,0.010012742507036073,0.13896484375,1.8,0.038749518474682804,1.6967272792987482,0.4213704976009288
0.2,0.25,4,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.25,16,bayes_reward_filter,5,0.7560546875,0.006381370801837715,0.14267578125,2.0,0.0933815851237052,0.6931474883664837,0.25000015390326863
0.2,0.25,16,credit_shuffled_local,5,0.7580078125,0.005885764142696943,0.14072265625,1.8,0.0601088923668464,1.1844686190365337,0.3613882880452448
0.2,0.25,16,cumulative_sample_average,5,0.75703125,0.00853165823270641,0.14169921875,1.2,0.0024298539004768,1.3179816971357863,0.36456006096339943
0.2,0.25,16,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.25,16,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.25,16,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.25,16,persistent_rpe_local,5,0.75595703125,0.01091502468971328,0.1427734375,1.4,0.0461398402590018,1.536849991037594,0.4063424499899722
0.2,0.25,16,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.5,0,bayes_reward_filter,5,0.76689453125,0.007013255511433494,0.1318359375,2.0,0.16068110463337562,0.6754383079960214,0.24134077458846243
0.2,0.5,0,credit_shuffled_local,5,0.740625,0.011751256997258847,0.15810546875,2.0,0.12119538657543841,1.3670217847598507,0.39249410724229505
0.2,0.5,0,cumulative_sample_average,5,0.7595703125,0.012721577398032853,0.13916015625,1.4,0.001455134577856,4.087825741513905,0.46212222805236225
0.2,0.5,0,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.5,0,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.5,0,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.5,0,persistent_rpe_local,5,0.76494140625,0.012302362131463693,0.1337890625,1.8,0.05682257397810281,1.9076613021406843,0.42472139451517704
0.2,0.5,0,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.5,4,bayes_reward_filter,5,0.756640625,0.005552253801640553,0.14208984375,2.0,0.1706396854437058,0.6924735372634461,0.24966332094917082
0.2,0.5,4,credit_shuffled_local,5,0.75673828125,0.006653895861760996,0.1419921875,1.8,0.10224276033158841,1.2396191093968696,0.36113019324053985
0.2,0.5,4,cumulative_sample_average,5,0.755078125,0.012209960586021857,0.14365234375,1.4,0.0029152928589728008,2.7319966375877422,0.4055106663415945
0.2,0.5,4,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.5,4,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.5,4,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.5,4,persistent_rpe_local,5,0.76162109375,0.010463355653108505,0.137109375,1.8,0.076141154623421,1.791124943321994,0.4219878296063291
0.2,0.5,4,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
0.2,0.5,16,bayes_reward_filter,5,0.7560546875,0.006381370801837715,0.14267578125,2.0,0.168331578201685,0.6931483921470524,0.2500006057935508
0.2,0.5,16,credit_shuffled_local,5,0.7591796875,0.007989033334858996,0.13955078125,2.0,0.1022548043298606,1.3155072988170733,0.37379375512692004
0.2,0.5,16,cumulative_sample_average,5,0.7576171875,0.008174883957718778,0.14111328125,1.2,0.0044888335907906,1.3466923808455786,0.3251085039589494
0.2,0.5,16,matched_random,5,0.75546875,0.0060337813209304,0.14326171875,,,,
0.2,0.5,16,no_feedback_local,5,0.75546875,0.0060337813209304,0.14326171875,1.4,0.0,0.6931471805599451,0.25
0.2,0.5,16,oracle_hidden_state,5,0.89873046875,0.003358154075009687,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.2,0.5,16,persistent_rpe_local,5,0.75625,0.008537245435815213,0.14248046875,1.9,0.0920578479632078,1.6109636909947078,0.4140052685546866
0.2,0.5,16,train_fixed_best,5,0.76455078125,0.00632319505592956,0.1341796875,,,,
