generator_split,actuator_mode,alpha,transition_rank,input_rank,delay,noise_std,metric,mean,sd,n_seed,statistics_unit,expected_seed_count,n_seed_observed,n_seed_complete,n_seed_failed,n_seed_invalid,n_seed_unknown,n_seed_budget_invalid,n_seed_missing,n_rows,coverage_fraction
discovery,frozen,0.0,4,1,12,0.6,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,test_state_normalized_rmse,0.010268733890286326,0.006152564066660989,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,test_zero_input_normalized_rmse,0.0018134277654800622,0.00031168154533749615,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,train_state_normalized_rmse,0.010318691831331935,0.00503577841795208,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,train_zero_input_normalized_rmse,0.001492443547498638,0.0003617250905254959,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,transition_energy_rank_99,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,transition_energy_rank_999,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,validation_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,validation_state_normalized_rmse,0.01138909789627127,0.007235018775494781,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,validation_zero_input_normalized_rmse,0.0014442917878526953,0.00019617996389416294,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,chi,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,chi_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,empirical_train_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,test_state_normalized_rmse,0.036677637175902694,0.0234102170062103,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,test_zero_input_normalized_rmse,0.006981116467856733,0.005564228966332453,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,train_state_normalized_rmse,0.03461001506107478,0.02076891460704201,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,train_zero_input_normalized_rmse,0.004918582657717142,0.002021142795390322,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,transition_energy_rank_99,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,transition_energy_rank_999,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,validation_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,validation_state_normalized_rmse,0.036946196982855325,0.02339976904874867,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,validation_zero_input_normalized_rmse,0.004161747139665558,0.0017077048020319348,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,chi,0.6865591363920824,0.2571815241112532,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,chi_energy,0.7434817280765036,0.33103046629112426,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,empirical_train_cross_energy,-1.4858452304834548e-06,7.527885150256646e-08,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,test_state_normalized_rmse,0.018193043415345167,0.010082905160894008,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,test_zero_input_normalized_rmse,0.013911746243440926,0.010937122422028399,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,train_absolute_observation_balanced_accuracy,0.96875,0.04419417382415922,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,train_state_normalized_rmse,0.019217009510173425,0.010668426803096868,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,train_zero_input_normalized_rmse,0.01523055727629629,0.012601976804286085,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,transition_energy_rank_99,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,transition_energy_rank_999,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,validation_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,validation_state_normalized_rmse,0.018389105840620194,0.009091669442093438,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,validation_zero_input_normalized_rmse,0.01404158379320733,0.01130300478060887,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,chi,0.0114258248241813,0.013227060618395159,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,chi_energy,0.00022719359510359855,0.0003151983782672504,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,empirical_train_cross_energy,8.922869889322638e-06,1.5345963064493303e-05,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,test_state_normalized_rmse,0.08489005552113733,0.0010088250441752087,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,test_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,train_state_normalized_rmse,0.08046699311392941,0.007302545876178296,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,train_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,transition_energy_rank_99,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,transition_energy_rank_999,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,validation_absolute_observation_balanced_accuracy,0.9375,0.08838834764831845,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,validation_state_normalized_rmse,0.08205639481135486,0.008059693288186622,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,validation_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,chi,0.38983755976751017,0.33789756571512225,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,chi_energy,0.3860681734801898,0.5026793166477107,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,empirical_train_cross_energy,-8.836537049755307e-06,9.959620299850939e-06,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,test_state_normalized_rmse,0.019661649110616748,0.0010879662289336109,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,test_zero_input_normalized_rmse,0.014423434173335293,0.0017773788836736508,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,train_state_normalized_rmse,0.02125513162676026,0.0014764107035071068,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,train_zero_input_normalized_rmse,0.014318948335107766,0.002684684239169446,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,transition_energy_rank_99,1.5,0.7071067811865476,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,transition_energy_rank_999,2.5,0.7071067811865476,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,validation_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,validation_state_normalized_rmse,0.02114142060232719,0.0028120446199491403,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,validation_zero_input_normalized_rmse,0.014483170045185016,0.0025283410503949217,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,chi,0.2870751236148848,0.29345847617627574,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,chi_energy,0.24829107461041428,0.3406464320693546,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,empirical_train_cross_energy,0.00015777435803339306,0.00016344919274838534,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,test_state_normalized_rmse,0.05113572111714501,0.014918292521394792,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,test_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,train_state_normalized_rmse,0.047055493699429456,0.014749616752592789,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,train_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,transition_energy_rank_99,2.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,transition_energy_rank_999,2.5,0.7071067811865476,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,validation_absolute_observation_balanced_accuracy,0.9375,0.08838834764831845,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,validation_state_normalized_rmse,0.04952339404796718,0.013867871019491477,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,validation_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,chi,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,chi_energy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,empirical_train_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,test_state_normalized_rmse,0.022069105706740862,0.02302945041792561,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,test_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,train_state_normalized_rmse,0.017588185294047126,0.01630029652890638,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,train_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,transition_energy_rank_99,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,transition_energy_rank_999,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,validation_absolute_observation_balanced_accuracy,0.9375,0.08838834764831845,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,validation_state_normalized_rmse,0.019935859440455846,0.02137720688502288,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,validation_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,12,0.3,chi,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
